"","HHCode","wave","pid","MatchingIssue","DataMissing","SpeciesName","Abundance","Invasive","regency","village","crop","hid"
"891","242,07",2012,NA,NA,NA,"Asystasia gangetica","68",1,NA,NA,NA,"355"
"892","242,07",2012,NA,NA,NA,"Clidemia hirta","606",1,NA,NA,NA,"355"
"893","242,07",2012,NA,NA,NA,"Lygodium salicifolium","3",0,NA,NA,NA,"355"
"894","242,07",2012,NA,NA,NA,"Mussaenda frondosa","8",0,NA,NA,NA,"355"
"895","242,07",2012,NA,NA,NA,"Nephrolepis exaltata","11",0,NA,NA,NA,"355"
"896","251,01",2012,NA,NA,NA,"Axonopus compressus","12",0,NA,NA,NA,"361"
"897","251,01",2012,NA,NA,NA,"Asystasia gangetica","32",1,NA,NA,NA,"361"
"898","251,01",2012,NA,NA,NA,"Panicum repens","21",0,NA,NA,NA,"361"
"899","251,01",2012,NA,NA,NA,"local name: Sing koyok macaranga","3",0,NA,NA,NA,"361"
"900","251,01",2012,NA,NA,NA,"Centotheca lappacea","7",0,NA,NA,NA,"361"
"901","251,01",2012,NA,NA,NA,"Borreria latifolia","2",0,NA,NA,NA,"361"
"902","251,01",2012,NA,NA,NA,"local name: Jambu-jambu","1",0,NA,NA,NA,"361"
"903","251,01",2012,NA,NA,NA,"Macaranga triloba","2",0,NA,NA,NA,"361"
"904","252,03",2012,NA,NA,NA,"local name: Jambu-jambu","11",0,NA,NA,NA,"369_2"
"905","252,03",2012,NA,NA,NA,"local name: Jambu-jambu","11",0,NA,NA,NA,"369_1"
"906","252,03",2012,NA,NA,NA,"Aidia densiflora","1",0,NA,NA,NA,"369_2"
"907","252,03",2012,NA,NA,NA,"Aidia densiflora","1",0,NA,NA,NA,"369_1"
"908","252,03",2012,NA,NA,NA,"Nephrolepis exaltata","28",0,NA,NA,NA,"369_2"
"909","252,03",2012,NA,NA,NA,"Nephrolepis exaltata","28",0,NA,NA,NA,"369_1"
"910","252,03",2012,NA,NA,NA,"Passiflora foetida","1",0,NA,NA,NA,"369_2"
"911","252,03",2012,NA,NA,NA,"Passiflora foetida","1",0,NA,NA,NA,"369_1"
"912","252,03",2012,NA,NA,NA,"Asplenium nidus","2",0,NA,NA,NA,"369_2"
"913","252,03",2012,NA,NA,NA,"Asplenium nidus","2",0,NA,NA,NA,"369_1"
"914","252,03",2012,NA,NA,NA,"Centotheca lappacea","9",0,NA,NA,NA,"369_2"
"915","252,03",2012,NA,NA,NA,"Centotheca lappacea","9",0,NA,NA,NA,"369_1"
"916","252,03",2012,NA,NA,NA,"Hevea brasiliensis","7",0,NA,NA,NA,"369_2"
"917","252,03",2012,NA,NA,NA,"Hevea brasiliensis","7",0,NA,NA,NA,"369_1"
"918","252,07",2012,NA,NA,NA,"Macaranga gigantea","1",0,NA,NA,NA,"373"
"919","252,07",2012,NA,NA,NA,"Panicum accrescens","16",0,NA,NA,NA,"373"
"920","252,07",2012,NA,NA,NA,"Axonopus compressus","8",0,NA,NA,NA,"373"
"921","252,07",2012,NA,NA,NA,"Melastoma malabathricum","6",0,NA,NA,NA,"373"
"922","252,07",2012,NA,NA,NA,"Nephrolepis exaltata","6",0,NA,NA,NA,"373"
"923","252,07",2012,NA,NA,NA,"Clidemia hirta","11",1,NA,NA,NA,"373"
"924","252,07",2012,NA,NA,NA,"Centotheca lappacea","14",0,NA,NA,NA,"373"
"925","252,07",2012,NA,NA,NA,"Scleria bancana","11",0,NA,NA,NA,"373"
"926","252,07",2012,NA,NA,NA,"Amomum lappaceum","4",0,NA,NA,NA,"373"
"927","311,01",2012,NA,NA,NA,"Leea indica","6",0,NA,NA,NA,"379"
"928","311,01",2012,NA,NA,NA,"Colocasia spec.","1",0,NA,NA,NA,"379"
"929","311,01",2012,NA,NA,NA,"Axonopus compressus","34",0,NA,NA,NA,"379"
"930","311,01",2012,NA,NA,NA,"Mimmosa pudica","1",0,NA,NA,NA,"379"
"931","311,01",2012,NA,NA,NA,"Elaeis guineensis","14",0,NA,NA,NA,"379"
"932","311,01",2012,NA,NA,NA,"Lygodium circinatum","4",0,NA,NA,NA,"379"
"933","311,01",2012,NA,NA,NA,"Clidemia hirta","97",1,NA,NA,NA,"379"
"934","311,01",2012,NA,NA,NA,"local name: Kuping gajah","1",0,NA,NA,NA,"379"
"935","311,01",2012,NA,NA,NA,"Melastoma malabathricum","27",0,NA,NA,NA,"379"
"936","311,01",2012,NA,NA,NA,"Panicum repens","12",0,NA,NA,NA,"379"
"937","311,01",2012,NA,NA,NA,"Macaranga gigantea","1",0,NA,NA,NA,"379"
"938","311,01",2012,NA,NA,NA,"Centotheca lappacea","121",0,NA,NA,NA,"379"
"939","311,01",2012,NA,NA,NA,"Litsea spec.","1",0,NA,NA,NA,"379"
"940","311,01",2012,NA,NA,NA,"Asystasia gangetica","214",1,NA,NA,NA,"379"
"941","311,01",2012,NA,NA,NA,"Mikania micrantha","3",0,NA,NA,NA,"379"
"942","311,04",2012,NA,NA,NA,"Christella parasitica","6",0,NA,NA,NA,"382"
"943","311,04",2012,NA,NA,NA,"Axonopus compressus","29",0,NA,NA,NA,"382"
"944","311,04",2012,NA,NA,NA,"Centotheca lappacea","46",0,NA,NA,NA,"382"
"945","311,04",2012,NA,NA,NA,"local name: Rambutan","1",0,NA,NA,NA,"382"
"946","311,04",2012,NA,NA,NA,"Macaranga gigantea","2",0,NA,NA,NA,"382"
"947","311,04",2012,NA,NA,NA,"Lygodium circinatum","21",0,NA,NA,NA,"382"
"948","311,04",2012,NA,NA,NA,"Asystasia gangetica","831",1,NA,NA,NA,"382"
"949","311,04",2012,NA,NA,NA,"Cyrtococcum accrescens","15",0,NA,NA,NA,"382"
"950","311,04",2012,NA,NA,NA,"Scleria bancana","7",0,NA,NA,NA,"382"
"951","311,04",2012,NA,NA,NA,"Elaeis guineensis","13",0,NA,NA,NA,"382"
"952","311,04",2012,NA,NA,NA,"Clidemia hirta","162",1,NA,NA,NA,"382"
"953","311,07",2012,NA,NA,NA,"Scleria bancana","3",0,NA,NA,NA,"385"
"954","311,07",2012,NA,NA,NA,"Mikania micrantha","2",0,NA,NA,NA,"385"
"955","311,07",2012,NA,NA,NA,"Scleria levis","6",0,NA,NA,NA,"385"
"956","311,07",2012,NA,NA,NA,"Melastoma malabathricum","5",0,NA,NA,NA,"385"
"957","311,07",2012,NA,NA,NA,"Elephantopus mollis","98",0,NA,NA,NA,"385"
"958","311,07",2012,NA,NA,NA,"Clidemia hirta","74",1,NA,NA,NA,"385"
"959","311,07",2012,NA,NA,NA,"Asystasia gangetica","20",1,NA,NA,NA,"385"
"960","311,07",2012,NA,NA,NA,"Synedrella nodiflora","119",0,NA,NA,NA,"385"
"961","311,07",2012,NA,NA,NA,"Setaria spec.","1",0,NA,NA,NA,"385"
"962","311,07",2012,NA,NA,NA,"Elaeis guineensis","9",0,NA,NA,NA,"385"
"963","311,07",2012,NA,NA,NA,"Croton glandulosus","2",0,NA,NA,NA,"385"
"964","311,07",2012,NA,NA,NA,"Centotheca lappacea","29",0,NA,NA,NA,"385"
"965","311,07",2012,NA,NA,NA,"Lygodium circinatum","12",0,NA,NA,NA,"385"
"966","311,07",2012,NA,NA,NA,"Paraserianthes falcataria","7",0,NA,NA,NA,"385"
"967","311,07",2012,NA,NA,NA,"Archidendron bubalinum","3",0,NA,NA,NA,"385"
"968","312,01",2012,NA,NA,NA,"Lygodium circinatum","6",0,NA,NA,NA,"387"
"969","312,01",2012,NA,NA,NA,"Asystasia gangetica","87",1,NA,NA,NA,"387"
"970","312,01",2012,NA,NA,NA,"local name: Kayu pule","2",0,NA,NA,NA,"387"
"971","312,01",2012,NA,NA,NA,"local name: Rumput oto","14",0,NA,NA,NA,"387"
"972","312,01",2012,NA,NA,NA,"Christella parasitica","9",0,NA,NA,NA,"387"
"973","312,01",2012,NA,NA,NA,"Axonopus compressus","21",0,NA,NA,NA,"387"
"974","312,01",2012,NA,NA,NA,"Imperata cylindrica","5",0,NA,NA,NA,"387"
"975","312,01",2012,NA,NA,NA,"local name: Sembukan","1",0,NA,NA,NA,"387"
"976","312,02",2012,NA,NA,NA,"Axonopus compressus","4",0,NA,NA,NA,"388"
"977","312,02",2012,NA,NA,NA,"local name: Gawal-gawal","1",0,NA,NA,NA,"388"
"978","312,02",2012,NA,NA,NA,"Lygodium circinatum","13",0,NA,NA,NA,"388"
"979","312,02",2012,NA,NA,NA,"Nephrolepis spec.","3",0,NA,NA,NA,"388"
"980","312,02",2012,NA,NA,NA,"Elaeis guineensis","1",0,NA,NA,NA,"388"
"981","312,02",2012,NA,NA,NA,"Ageratum conyzoides","8",1,NA,NA,NA,"388"
"982","312,02",2012,NA,NA,NA,"Asystasia gangetica","100",1,NA,NA,NA,"388"
"983","312,02",2012,NA,NA,NA,"Christella parasitica","1",0,NA,NA,NA,"388"
"984","322,04",2012,NA,NA,NA,"local name: Kerubut","22",0,NA,NA,NA,"410"
"985","322,04",2012,NA,NA,NA,"Asystasia gangetica","34",1,NA,NA,NA,"410"
"986","322,04",2012,NA,NA,NA,"Imperata cylindrica","8",0,NA,NA,NA,"410"
"987","322,04",2012,NA,NA,NA,"local name: Labu kayu","1",0,NA,NA,NA,"410"
"988","322,04",2012,NA,NA,NA,"Millettia spec.","12",0,NA,NA,NA,"410"
"989","322,04",2012,NA,NA,NA,"Hevea brasiliensis","1",0,NA,NA,NA,"410"
"990","322,09",2012,NA,NA,NA,"Peperomia pellucida","19",0,NA,NA,NA,"415"
"991","322,09",2012,NA,NA,NA,"Ageratum conyzoides","64",1,NA,NA,NA,"415"
"992","322,09",2012,NA,NA,NA,"Pouzolzia zeylanica","112",0,NA,NA,NA,"415"
"993","322,09",2012,NA,NA,NA,"Echinochloa crus-galli","20",0,NA,NA,NA,"415"
"994","322,09",2012,NA,NA,NA,"Hyptis brevipes","12",0,NA,NA,NA,"415"
"995","322,09",2012,NA,NA,NA,"Panicum accrescens","16",0,NA,NA,NA,"415"
"996","322,09",2012,NA,NA,NA,"Nephrolepis spec.","26",0,NA,NA,NA,"415"
"997","322,09",2012,NA,NA,NA,"Mikania micrantha","1",0,NA,NA,NA,"415"
"998","322,09",2012,NA,NA,NA,"Unident","1",0,NA,NA,NA,"415"
"999","322,09",2012,NA,NA,NA,"Asystasia gangetica","14",1,NA,NA,NA,"415"
"1000","322,09",2012,NA,NA,NA,"Clidemia hirta","1",1,NA,NA,NA,"415"
"1001","322,09",2012,NA,NA,NA,"Paspalum conjugatum","24",0,NA,NA,NA,"415"
"1002","322,13",2012,NA,NA,NA,"Melastoma malabathricum","16",0,NA,NA,NA,"419"
"1003","322,13",2012,NA,NA,NA,"Asystasia gangetica","27",1,NA,NA,NA,"419"
"1004","322,13",2012,NA,NA,NA,"Elaeis guineensis","13",0,NA,NA,NA,"419"
"1005","322,13",2012,NA,NA,NA,"Cuphea spec.","121",0,NA,NA,NA,"419"
"1006","322,13",2012,NA,NA,NA,"Mimmosa pudica","5",0,NA,NA,NA,"419"
"1007","322,17",2012,NA,NA,NA,"Selaginella spec.","4",0,NA,NA,NA,"423"
"1008","322,17",2012,NA,NA,NA,"Oxalis barrelieri","6",0,NA,NA,NA,"423"
"1009","322,17",2012,NA,NA,NA,"Ageratum conyzoides","9",1,NA,NA,NA,"423"
"1010","322,17",2012,NA,NA,NA,"Elaeis guineensis","1",0,NA,NA,NA,"423"
"1011","322,17",2012,NA,NA,NA,"Synedrella nodiflora","3",0,NA,NA,NA,"423"
"1012","322,17",2012,NA,NA,NA,"Borreria latifolia","19",0,NA,NA,NA,"423"
"1013","322,17",2012,NA,NA,NA,"Clidemia hirta","8",1,NA,NA,NA,"423"
"1014","322,17",2012,NA,NA,NA,"Axonopus compressus","6",0,NA,NA,NA,"423"
"1015","322,17",2012,NA,NA,NA,"Arachis spec.","2",0,NA,NA,NA,"423"
"1016","322,17",2012,NA,NA,NA,"local name: Saga","1",0,NA,NA,NA,"423"
"1017","322,17",2012,NA,NA,NA,"Amomum spec.","2",0,NA,NA,NA,"423"
"1018","322,17",2012,NA,NA,NA,"Centotheca lappacea","14",0,NA,NA,NA,"423"
"1019","322,17",2012,NA,NA,NA,"Asystasia gangetica","100",1,NA,NA,NA,"423"
"1020","322,17",2012,NA,NA,NA,"Nephrolepis spec.","12",0,NA,NA,NA,"423"
"1021","322,18",2012,NA,NA,NA,"Synedrella nodiflora","16",0,NA,NA,NA,"424"
"1022","322,18",2012,NA,NA,NA,"local name: Waru","1",0,NA,NA,NA,"424"
"1023","322,18",2012,NA,NA,NA,"Elaeis guineensis","3",0,NA,NA,NA,"424"
"1024","322,18",2012,NA,NA,NA,"Borreria latifolia","28",0,NA,NA,NA,"424"
"1025","322,18",2012,NA,NA,NA,"local name: Gawal-gawal","4",0,NA,NA,NA,"424"
"1026","322,18",2012,NA,NA,NA,"Asystasia gangetica","19",1,NA,NA,NA,"424"
"1027","331,01",2012,NA,NA,NA,"Macaranga gigantea","4",0,NA,NA,NA,"425"
"1028","331,01",2012,NA,NA,NA,"Piper aduncum","2",0,NA,NA,NA,"425"
"1029","331,01",2012,NA,NA,NA,"local name: Beringin","2",0,NA,NA,NA,"425"
"1030","331,01",2012,NA,NA,NA,"local name: Jambu-jambu","2",0,NA,NA,NA,"425"
"1031","331,01",2012,NA,NA,NA,"Gigantochloa apus","1",0,NA,NA,NA,"425"
"1032","331,01",2012,NA,NA,NA,"local name: Terung manek","1",0,NA,NA,NA,"425"
"1033","331,01",2012,NA,NA,NA,"local name: Pasak bumi","3",0,NA,NA,NA,"425"
"1034","331,01",2012,NA,NA,NA,"Clidemia hirta","24",1,NA,NA,NA,"425"
"1035","331,01",2012,NA,NA,NA,"local name: Marpui","3",0,NA,NA,NA,"425"
"1036","331,01",2012,NA,NA,NA,"Nephrolepis exaltata","15",0,NA,NA,NA,"425"
"1037","331,01",2012,NA,NA,NA,"Ancistrocladus tectorius","5",0,NA,NA,NA,"425"
"1038","331,01",2012,NA,NA,NA,"Centotheca lappacea","22",0,NA,NA,NA,"425"
"1039","331,01",2012,NA,NA,NA,"Syzygium jambosoides","3",0,NA,NA,NA,"425"
"1040","331,01",2012,NA,NA,NA,"local name: Sing koyok macaranga","2",0,NA,NA,NA,"425"
"1041","331,01",2012,NA,NA,NA,"Melastoma malabathricum","6",0,NA,NA,NA,"425"
"1042","331,01",2012,NA,NA,NA,"Hevea brasiliensis","4",0,NA,NA,NA,"425"
"1043","331,01",2012,NA,NA,NA,"local name: Puring","6",0,NA,NA,NA,"425"
"1044","331,01",2012,NA,NA,NA,"Cayratia geniculata","9",0,NA,NA,NA,"425"
"1045","331,09",2012,NA,NA,NA,"Axonopus compressus","12",0,NA,NA,NA,"433"
"1046","331,09",2012,NA,NA,NA,"Panicum maximum","20",0,NA,NA,NA,"433"
"1047","331,09",2012,NA,NA,NA,"Piper aduncum","7",0,NA,NA,NA,"433"
"1048","331,09",2012,NA,NA,NA,"Clidemia hirta","164",1,NA,NA,NA,"433"
"1049","331,09",2012,NA,NA,NA,"Ageratum conyzoides","1",1,NA,NA,NA,"433"
"1050","331,09",2012,NA,NA,NA,"Mikania micrantha","28",0,NA,NA,NA,"433"
"1051","331,09",2012,NA,NA,NA,"Paspalum conjugatum","8",0,NA,NA,NA,"433"
"1052","331,09",2012,NA,NA,NA,"Asystasia gangetica","12",1,NA,NA,NA,"433"
"1053","331,09",2012,NA,NA,NA,"Nephrolepis exaltata","10",0,NA,NA,NA,"433"
"1054","331,09",2012,NA,NA,NA,"Centotheca lappacea","8",0,NA,NA,NA,"433"
"1055","331,09",2012,NA,NA,NA,"Lygodium circinatum","7",0,NA,NA,NA,"433"
"1056","331,11",2012,NA,NA,NA,"Centotheca lappacea","32",0,NA,NA,NA,"435"
"1057","331,11",2012,NA,NA,NA,"Aidia densiflora","3",0,NA,NA,NA,"435"
"1058","331,11",2012,NA,NA,NA,"Axonopus compressus","49",0,NA,NA,NA,"435"
"1059","331,11",2012,NA,NA,NA,"local name: Marpui","5",0,NA,NA,NA,"435"
"1060","331,11",2012,NA,NA,NA,"Salacca edulis","1",0,NA,NA,NA,"435"
"1061","331,11",2012,NA,NA,NA,"Piper aduncum","2",0,NA,NA,NA,"435"
"1062","331,11",2012,NA,NA,NA,"local name: Gawal-gawal","19",0,NA,NA,NA,"435"
"1063","331,11",2012,NA,NA,NA,"local name: Salam","4",0,NA,NA,NA,"435"
"1064","331,11",2012,NA,NA,NA,"Macaranga gigantea","3",0,NA,NA,NA,"435"
"1065","331,11",2012,NA,NA,NA,"Clidemia hirta","83",1,NA,NA,NA,"435"
"1066","331,11",2012,NA,NA,NA,"Colocasia esculenta","2",0,NA,NA,NA,"435"
"1067","331,11",2012,NA,NA,NA,"Hevea brasiliensis","7",0,NA,NA,NA,"435"
"1068","331,12",2012,NA,NA,NA,"Breynia stipitata","7",0,NA,NA,NA,"436"
"1069","331,12",2012,NA,NA,NA,"Asystasia gangetica","1",1,NA,NA,NA,"436"
"1070","331,12",2012,NA,NA,NA,"Macaranga gigantea","3",0,NA,NA,NA,"436"
"1071","331,12",2012,NA,NA,NA,"Christella parasitica","1",0,NA,NA,NA,"436"
"1072","331,12",2012,NA,NA,NA,"Centotheca lappacea","90",0,NA,NA,NA,"436"
"1073","331,12",2012,NA,NA,NA,"Imperata cylindrica","29",0,NA,NA,NA,"436"
"1074","331,12",2012,NA,NA,NA,"Nephrolepis exaltata","8",0,NA,NA,NA,"436"
"1075","331,12",2012,NA,NA,NA,"Trema cannabina","2",0,NA,NA,NA,"436"
"1076","331,12",2012,NA,NA,NA,"Hevea brasiliensis","10",0,NA,NA,NA,"436"
"1077","331,12",2012,NA,NA,NA,"Clibadium surinamense","1",0,NA,NA,NA,"436"
"1078","331,12",2012,NA,NA,NA,"Mussaenda frondosa","3",0,NA,NA,NA,"436"
"1079","331,12",2012,NA,NA,NA,"Clidemia hirta","143",1,NA,NA,NA,"436"
"1080","331,12",2012,NA,NA,NA,"local name: Liba","15",0,NA,NA,NA,"436"
"1081","331,12",2012,NA,NA,NA,"Piper aduncum","1",0,NA,NA,NA,"436"
"1082","331,12",2012,NA,NA,NA,"Melastoma malabathricum","6",0,NA,NA,NA,"436"
"1083","331,12",2012,NA,NA,NA,"Endospermum diadenum","1",0,NA,NA,NA,"436"
"1084","331,12",2012,NA,NA,NA,"Aporosa octandra","1",0,NA,NA,NA,"436"
"1085","331,12",2012,NA,NA,NA,"Vitex pubescens","1",0,NA,NA,NA,"436"
"1086","331,12",2012,NA,NA,NA,"local name: gear like","1",0,NA,NA,NA,"436"
"1087","331,13",2012,NA,NA,NA,"Borreria latifolia","4",0,NA,NA,NA,"437"
"1088","331,13",2012,NA,NA,NA,"Panicum repens","12",0,NA,NA,NA,"437"
"1089","331,13",2012,NA,NA,NA,"Centotheca lappacea","7",0,NA,NA,NA,"437"
"1090","331,13",2012,NA,NA,NA,"Clidemia hirta","19",1,NA,NA,NA,"437"
"1091","331,13",2012,NA,NA,NA,"Asystasia gangetica","21",1,NA,NA,NA,"437"
"1092","331,13",2012,NA,NA,NA,"Manihot esculenta","1",0,NA,NA,NA,"437"
"1093","331,13",2012,NA,NA,NA,"Macaranga gigantea","1",0,NA,NA,NA,"437"
"1094","331,18",2012,NA,NA,NA,"Nephrolepis exaltata","8",0,NA,NA,NA,"442"
"1095","331,18",2012,NA,NA,NA,"Aidia densiflora","6",0,NA,NA,NA,"442"
"1096","331,18",2012,NA,NA,NA,"local name: Jambu-jambu","14",0,NA,NA,NA,"442"
"1097","331,18",2012,NA,NA,NA,"Apocynaceae spec.","2",0,NA,NA,NA,"442"
"1098","331,18",2012,NA,NA,NA,"Melastoma malabathricum","4",0,NA,NA,NA,"442"
"1099","331,18",2012,NA,NA,NA,"Clidemia hirta","36",1,NA,NA,NA,"442"
"1100","331,18",2012,NA,NA,NA,"Hevea brasiliensis","6",0,NA,NA,NA,"442"
"1101","331,18",2012,NA,NA,NA,"Agrostistachys borneensis","6",0,NA,NA,NA,"442"
"1102","331,19",2012,NA,NA,NA,"Clidemia hirta","114",1,NA,NA,NA,"443"
"1103","331,19",2012,NA,NA,NA,"local name: Mata keli","1",0,NA,NA,NA,"443"
"1104","331,19",2012,NA,NA,NA,"Rinorea lanceolata","7",0,NA,NA,NA,"443"
"1105","331,19",2012,NA,NA,NA,"Hevea brasiliensis","25",0,NA,NA,NA,"443"
"1106","331,19",2012,NA,NA,NA,"Melastoma malabathricum","1",0,NA,NA,NA,"443"
"1107","331,19",2012,NA,NA,NA,"Unident 35","1",0,NA,NA,NA,"443"
"1108","331,19",2012,NA,NA,NA,"Gardenia anisophylla","3",0,NA,NA,NA,"443"
"1109","331,19",2012,NA,NA,NA,"Panicum repens","40",0,NA,NA,NA,"443"
"1110","331,19",2012,NA,NA,NA,"local name: medon silu","5",0,NA,NA,NA,"443"
"1111","331,19",2012,NA,NA,NA,"Dicranopteris linearis","6",1,NA,NA,NA,"443"
"1112","331,19",2012,NA,NA,NA,"local name: Khongin","5",0,NA,NA,NA,"443"
"1113","331,19",2012,NA,NA,NA,"Nephrolepis exaltata","16",0,NA,NA,NA,"443"
"1114","332,01",2012,NA,NA,NA,"Axonopus compressus","14",0,NA,NA,NA,"449"
"1115","332,01",2012,NA,NA,NA,"Asystasia gangetica","23",1,NA,NA,NA,"449"
"1116","332,01",2012,NA,NA,NA,"Dicranopteris linearis","13",1,NA,NA,NA,"449"
"1117","332,01",2012,NA,NA,NA,"local name: Liba","159",0,NA,NA,NA,"449"
"1118","332,01",2012,NA,NA,NA,"Lygodium salicifolium","2",0,NA,NA,NA,"449"
"1119","332,01",2012,NA,NA,NA,"Macaranga gigantea","2",0,NA,NA,NA,"449"
"1120","332,01",2012,NA,NA,NA,"Ageratum conyzoides","7",1,NA,NA,NA,"449"
"1121","332,01",2012,NA,NA,NA,"Borreria latifolia","6",0,NA,NA,NA,"449"
"1122","332,01",2012,NA,NA,NA,"Crassocephalum crepidioides","124",0,NA,NA,NA,"449"
"1123","332,01",2012,NA,NA,NA,"Clidemia hirta","173",1,NA,NA,NA,"449"
"1124","332,01",2012,NA,NA,NA,"Melastoma malabathricum","9",0,NA,NA,NA,"449"
"1125","332,01",2012,NA,NA,NA,"Apocynaceae spec.","3",0,NA,NA,NA,"449"
"1126","332,01",2012,NA,NA,NA,"Panicum repens","12",0,NA,NA,NA,"449"
"1127","332,01",2012,NA,NA,NA,"local name: kayu kelat","3",0,NA,NA,NA,"449"
"1128","332,06",2012,NA,NA,NA,"Macaranga gigantea","4",0,NA,NA,NA,"454"
"1129","332,06",2012,NA,NA,NA,"Panicum repens","9",0,NA,NA,NA,"454"
"1130","332,06",2012,NA,NA,NA,"Clidemia hirta","13",1,NA,NA,NA,"454"
"1131","332,12",2012,NA,NA,NA,"Axonopus compressus","26",0,NA,NA,NA,"460"
"1132","332,12",2012,NA,NA,NA,"Melastoma malabathricum","16",0,NA,NA,NA,"460"
"1133","332,12",2012,NA,NA,NA,"Imperata cylindrica","6",0,NA,NA,NA,"460"
"1134","332,12",2012,NA,NA,NA,"Clidemia hirta","30",1,NA,NA,NA,"460"
"1135","332,12",2012,NA,NA,NA,"Nephrolepis exaltata","12",0,NA,NA,NA,"460"
"1136","332,12",2012,NA,NA,NA,"Histiopteris incisa","8",0,NA,NA,NA,"460"
"1137","332,12",2012,NA,NA,NA,"Elaeis guineensis","4",0,NA,NA,NA,"460"
"1138","332,12",2012,NA,NA,NA,"Asystasia gangetica","28",1,NA,NA,NA,"460"
"1139","332,12",2012,NA,NA,NA,"Macaranga gigantea","1",0,NA,NA,NA,"460"
"1140","332,12",2012,NA,NA,NA,"Heleocharis spec.","3",0,NA,NA,NA,"460"
"1141","332,12",2012,NA,NA,NA,"Dicranopteris linearis","56",1,NA,NA,NA,"460"
"1142","332,12",2012,NA,NA,NA,"Unident","11",0,NA,NA,NA,"460"
"1143","332,15",2012,NA,NA,NA,"Bauhinia semibifida","1",0,NA,NA,NA,"463"
"1144","332,15",2012,NA,NA,NA,"Aidia densiflora","6",0,NA,NA,NA,"463"
"1145","332,15",2012,NA,NA,NA,"Centotheca lappacea","19",0,NA,NA,NA,"463"
"1146","332,15",2012,NA,NA,NA,"Clidemia hirta","47",1,NA,NA,NA,"463"
"1147","332,15",2012,NA,NA,NA,"Hevea brasiliensis","9",0,NA,NA,NA,"463"
"1148","332,15",2012,NA,NA,NA,"Christella parasitica","17",0,NA,NA,NA,"463"
"1149","332,15",2012,NA,NA,NA,"Setaria palmifolia","11",0,NA,NA,NA,"463"
"1150","332,15",2012,NA,NA,NA,"Panicum repens","78",0,NA,NA,NA,"463"
"1151","332,15",2012,NA,NA,NA,"Nephrolepis exaltata","18",0,NA,NA,NA,"463"
"1152","332,15",2012,NA,NA,NA,"Lygodium circinatum","7",0,NA,NA,NA,"463"
"1153","341,04",2012,NA,NA,NA,"Centotheca lappacea","9",0,NA,NA,NA,"470"
"1154","341,04",2012,NA,NA,NA,"Urena lobata","2",0,NA,NA,NA,"470"
"1155","341,04",2012,NA,NA,NA,"Colocasia spec.","1",0,NA,NA,NA,"470"
"1156","341,04",2012,NA,NA,NA,"Pouzolzia spec.","1",0,NA,NA,NA,"470"
"1157","341,04",2012,NA,NA,NA,"Quisqualis indica","6",0,NA,NA,NA,"470"
"1158","341,04",2012,NA,NA,NA,"Ficus montana","19",0,NA,NA,NA,"470"
"1159","341,04",2012,NA,NA,NA,"Theobroma cacao (Cocoa)","3",0,NA,NA,NA,"470"
"1160","341,04",2012,NA,NA,NA,"local name: Saga","7",0,NA,NA,NA,"470"
"1161","341,04",2012,NA,NA,NA,"Asystasia gangetica","84",1,NA,NA,NA,"470"
"1162","341,04",2012,NA,NA,NA,"Synedrella nodiflora","5",0,NA,NA,NA,"470"
"1163","341,04",2012,NA,NA,NA,"Christella parasitica","12",0,NA,NA,NA,"470"
"1164","341,04",2012,NA,NA,NA,"Ageratum conyzoides","4",1,NA,NA,NA,"470"
"1165","341,04",2012,NA,NA,NA,"Panicum repens","98",0,NA,NA,NA,"470"
"1166","341,04",2012,NA,NA,NA,"local name: Jengkol","3",0,NA,NA,NA,"470"
"1167","341,04",2012,NA,NA,NA,"local name: Plangas","2",0,NA,NA,NA,"470"
"1168","341,04",2012,NA,NA,NA,"Adiantum spec.","12",0,NA,NA,NA,"470"
"1169","341,04",2012,NA,NA,NA,"local name: Gawal-gawal","2",0,NA,NA,NA,"470"
"1170","341,04",2012,NA,NA,NA,"Flemingia strobilifera","2",0,NA,NA,NA,"470"
"1171","341,04",2012,NA,NA,NA,"Elaeis guineensis","7",0,NA,NA,NA,"470"
"1172","341,04",2012,NA,NA,NA,"Argostema spec.","1",0,NA,NA,NA,"470"
"1173","341,04",2012,NA,NA,NA,"Tetrastigma lanceolarium","2",0,NA,NA,NA,"470"
"1174","341,04",2012,NA,NA,NA,"Selaginella spec.","1",0,NA,NA,NA,"470"
"1175","341,04",2012,NA,NA,NA,"Mikania cordata","7",0,NA,NA,NA,"470"
"1176","341,04",2012,NA,NA,NA,"Musa paradisiaca","1",0,NA,NA,NA,"470"
"1177","341,04",2012,NA,NA,NA,"Passiflora foetida","1",0,NA,NA,NA,"470"
"1178","341,08",2012,NA,NA,NA,"Hevea brasiliensis","3",0,NA,NA,NA,"474"
"1179","341,08",2012,NA,NA,NA,"Asystasia gangetica","302",1,NA,NA,NA,"474"
"1180","341,08",2012,NA,NA,NA,"local name: Amben bua","4",0,NA,NA,NA,"474"
"1181","341,08",2012,NA,NA,NA,"Imperata cylindrica","6",0,NA,NA,NA,"474"
"1182","341,08",2012,NA,NA,NA,"local name: Stunygit","3",0,NA,NA,NA,"474"
"1183","341,08",2012,NA,NA,NA,"local name: Rumput pegago","2",0,NA,NA,NA,"474"
